Resumen ×,Telefono ×,Tamano ×,Ubicacion ×,Sector ×,Sede ×,Codigo_postal ×,Ciudad ×
"48 Entertainment is a Mexican entertainment company founded in 2018. 
For over 5 years 48 Entertainment has been active in music production, managemen...",,2-10 empleados,,Proveedores de entretenimiento,"Tuxtla Gutierrez, Chiapas",,Tuxtla Gutierrez
"Consultoría que tiene como propósito ""Contribuir al desarrollo de personas y talento grandioso, diseñando culturas asombrosas y vibrantes, construyend...",9616026469,2-10 empleados,"Principal
Headquarters
Periferico Sur Pte 2285, Col. Penipak , Tuxtla Gutierrez , Chiapas 29060, MX",Formación profesional y coaching,"Tuxtla Gutierrez , Chiapas",29060,Tuxtla Gutierrez
"Brindar soluciones informáticas de alta especialidad desde el primer contacto, con alta disponibilidad de atención y que cumplen con los estándares re...",9613691920,11-50 empleados,,Servicios y consultoría de TI,"TUXTLA GUTIERREZ, Chiapas",,Tuxtla Gutierrez
"BOULEVARD SAN CRISTÓBAL 130, Tuxtla Gutiérrez 29000, MX",,11-50 empleados,"BOULEVARD SAN CRISTÓBAL 130, Tuxtla Gutiérrez 29000, MX",Servicios para el individuo y la familia,,29000,Tuxtla Gutierrez
"AVENIDA QUETZALES 126, Tuxtla Gutiérrez 29100, MX",,2-10 empleados,"AVENIDA QUETZALES 126, Tuxtla Gutiérrez 29100, MX",Fabricación de maquinaria,,29100,Tuxtla Gutierrez
"CENTRAL ORIENTE 4, Comitán De Domínguez, Chiapas 29019, mx",,,"CENTRAL ORIENTE 4, Comitán De Domínguez, Chiapas 29019, mx",Restauración,"Comitán De Domínguez, Chiapas",29019,Tuxtla Gutierrez
"“Somos una Institución educativa, constituida por colaboradores capacitados y comprometidos con el desarrollo académico y humanista de nuestros educan...",,51-200 empleados,"Principal
Sede
Carretera Tuxtla-Villaflores No.1170, Colonia Popular, Tuxtla Gutiérrez, Chiapas 29089, MX",Educación,"Tuxtla Gutiérrez, Chiapas",29089,Tuxtla Gutierrez
"• Somos una empresa pionera, estable y con amplia penetración en el mercado. Donde entendemos a la organización desde una perspectiva sistemática y di...",961 2166943,2-10 empleados,"Principal
Sede
Tuxtla Gtz. , Chiapas 29030, MX",Consultoría y servicios a empresas,"Tuxtla Gtz. , Chiapas",29030,Tuxtla Gutierrez
Biomedical Tech emprende el desarrollo de soluciones en el área de Bioingeniería de acuerdo a las necesidades actuales y optimización de recursos exis...,,2-10 empleados,"Principal
Tuxtla Gutierrez
10A Norte Poniente No. 1111, Vista Hermosa, Tuxtla Gutierrez, Chiapas 29030, MX",Servicios médicos,"Tuxtla Gutierrez, Chiapas",29030,Tuxtla Gutierrez
Business Consulting (A.D.M. 2.1) es una empresa Chiapaneca comprometida en preparar a las PYMES en desarrollar sus marcas a través de los medios digit...,9612072216,2-10 empleados,"Principal
Tuxtla Oriente Norte
Calzada al sumidero #96, Planta alta frente a GASCOM, Tuxtla Gutierrez, Chiapas 29010, MX",Servicios de publicidad,"Tuxtla Gutierrez, Chiapas",29010,Tuxtla Gutierrez
"Surtidora de Alta Tecnología S.A. de C.V. en sus 23 años de existencia, con sucursales en Tapachula, Chiapas y el Distrito Federal permite ofrecerle a...",,11-50 empleados,"Principal
5a. Avenida Norte Poniente #2464 Colonia Covadonga., Tuxtla Gutiérrez, Chiapas 29030, MX",Servicios y consultoría de TI,"Tuxtla Gutiérrez, Chiapas",29030,Tuxtla Gutierrez
"5A AVENIDA NORTE PONIENTE 1740 B, COVADONGA, TUXTLA GUTIERREZ, 29030, MX",,,"Principal
5A AVENIDA NORTE PONIENTE 1740 B, COVADONGA, TUXTLA GUTIERREZ, 29030, MX",,,29030,Tuxtla Gutierrez
"CALLE CENTRAL NORTE 263, Tuxtla Gutiérrez 29000, MX",,51-200 empleados,"CALLE CENTRAL NORTE 263, Tuxtla Gutiérrez 29000, MX",Restauración,,29000,Tuxtla Gutierrez
"Importare.mx es una Agencia de Innovacion Tecnológica.

¿Qué quiere decir esto?

Analizamos, entendemos y creamos Soluciones Tecnológicas Innovadoras ...",,11-50 empleados,,Servicios y consultoría de TI,"Mexico City, CD.MX",,Tuxtla Gutierrez
"Desarrollando software de excelencia desde el año 2014, formando alianzas para entregar un software de calidad.
Consultoría, mentoría y apoyo en reclu...",5511986114,11-50 empleados,,Desarrollo de software,"Tlalpan, Mexico City",,Tuxtla Gutierrez
"Blvd. SS Juan Pablo s/n Int. 5, Tuxtla Gutiérrez, Chiapas 29044, MX",,,"Blvd. SS Juan Pablo s/n Int. 5, Tuxtla Gutiérrez, Chiapas 29044, MX",,"Tuxtla Gutiérrez, Chiapas",29044,Tuxtla Gutierrez
"Somos la firma de consultoría más innovadora, servimos a organizaciones y empresas de diferentes industrias. Nos asociamos con nuestros clientes para ...",,51-200 empleados,"Principal
ENVIÓN OCCIDENTE
Av. Empresarios 135, Puerta de Hierro, Zapopan, Jalisco 45116, MX, ENVIÓN NORTE
Calz. Justo Sierra Nº. 2099, Altos Esquina Gómez Farias, Col. Nueva, Mexicalì, BC MX, ENVIÓN Sureste
PRL. Periferico Norte 457, Local 17, San Francisco Sabinal, Tuxtla Gutiérrez, Chiapas 29020, MX, ENVIÓN Centro
Pról. Paseo de la Reforma No. 51-8, Col. Lomas de Santa Fe. México, DF, México DF MX, ENVIÓN Bajío
Av. Armando Birlaing Nº 2008 Piso 8, Col. Centro Sur Central Park, Querétaro, Querétaro, Querétaro. MX",Consultoría y servicios a empresas,"Zapopan, Jalisco",45116,Tuxtla Gutierrez
"CALLE PRESA TINGAMBATO 0 SN, Tuxtla Gutiérrez 29040, MX",,51-200 empleados,"CALLE PRESA TINGAMBATO 0 SN, Tuxtla Gutiérrez 29040, MX",Servicios de alimentos y bebidas,,29040,Tuxtla Gutierrez
"Desde 1992, Plastimaq de Toluca es una empresa de desarrollo de dispositivos mecánicos, electromecánicos y electroneumáticos para la industria arneser...",722 764 8894,51-200 empleados,,Fabricación de maquinaria industrial,"Toluca, México",,Tuxtla Gutierrez
"Organización con el objetivo de contribuir a la sustentabilidad a través de la conservación de la naturaleza, la socialización de los saberes ambienta...",9616046870,2-10 empleados,"Principal
Sede
Tuxtla Gutiérrez, Chiapas 29034, MX",Fabricación de semiconductores de energías renovables,"Tuxtla Gutiérrez, Chiapas",29034,Tuxtla Gutierrez
"PRIVADA NINGUNO 4 KILÓMETRO 0, Tuxtla Gutiérrez 29000, MX",,51-200 empleados,"PRIVADA NINGUNO 4 KILÓMETRO 0, Tuxtla Gutiérrez 29000, MX",Construcción,,29000,Tuxtla Gutierrez
"Mercantil del Constructor, S.A. de C.V., es una empresa fundada en 1981 en la ciudad de Tapachula, Chis.  Con presencia comercial en todo el estado de...",9616041715,201-500 empleados,,Materiales de construcción,"Tapachula, Chiapas",,Tuxtla Gutierrez
"Estás cansado de administrar tu empresa con varias herramientas como Slack, Asana y fcturas dificiles para enviar? y además tener a tus clientes enoja...",9661149590,2-10 empleados,"Principal
Tuxtla
4ta poniente entre 3ra y 4ta sur, Portón Blanco de por fuera, Tuxtla Gutiérrez, Chiapas 29000, MX","Tecnología, información e internet","Tuxtla Gutiérrez, Chiapas",29000,Tuxtla Gutierrez
"Studio Delta was a professional provider of international, customized, empirical brand research (e.g., brand strength, brand image, or price premium) ...",+52 961 456 8441,2-10 empleados,"Principal
HQ
Avenida Abedules, Tuxtla Gutiérrez, Chiapas 29090, MX",Servicios de diseño,"Tuxtla Gutiérrez, Chiapas",29090,Tuxtla Gutierrez
"Consultoria Especializada en temas fiscales, administrativos, operativos y de control interno aplicados en la implementación de Software....",9616387167,2-10 empleados,"Principal
Aspel Chiapas
Av. Río Lagartero 504, Col. Albania Alta, entre Rio Crisantemos y Rosario Castellanos, Tuxtla Gutiérrez, Chiapas 2901, MX",Servicios y consultoría de TI,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
Comercialización de moto carros de la marca italiana Piaggio. Empresa chiapaneca con presencia en varios estados de la Republica Mexicana...,9615792751,51-200 empleados,"Principal
Sede
CHIS-102, Tuxtla Gutiérrez, Chiapas 29020, MX",Comercio al por menor de vehículos de motor,"Tuxtla Gutiérrez, Chiapas",29020,Tuxtla Gutierrez
"Somos una empresa que brinda el esquema apropiado de arrendamiento puro multimarca, lo que permite al cliente decidir dentro de toda la gama de provee...",9616144375,11-50 empleados,"Principal
Headquarters
Av. Dr José Esquinca Aguilar #106, Col. Sabines, Tuxtla Gutiérrez, Chiapas 29096, MX",Servicios financieros,"Tuxtla Gutiérrez, Chiapas",29096,Tuxtla Gutierrez
"Queremos que el mundo sepa la gran riqueza cultural de nuestro país y de nuestras raíces latinas.

En 2018 creamos una plataforma en busca de cadenas ...",,2-10 empleados,"Principal
Sede
Tuxtla Gutiérrez, Chiapas MX",Servicios de alimentos y bebidas,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
Somos una empresa mexicana fundada en 2004 en la ciudad de Puebla con sucursales en Tlaxcala y Chiapas. Nos especializamos en recubrimientos naturales...,,11-50 empleados,,Materiales de construcción,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
"Somos un grupo de profesionales con experiencia en distintas disciplinas, que ofrece soluciones rápidas, eficaces, eficientes e innovadoras y de bajo ...",,11-50 empleados,,Servicios medioambientales,"Tuxtla Gutiérrez, Chiapas.",,Tuxtla Gutierrez
Corporación RNB es una empresa 100% mexicana que ofrece soluciones integrales para el equipamiento de Estaciones de Servicio con los equipos de las ma...,,201-500 empleados,"Principal
Corporativo
Av. Bernardo Reyes No. 1519 Nte., Zona Centro, Ciudad Industrial, Monterrey, Nuevo Léon 64440, MX, Carr. Panamericana No. 5528, Col. Plan De Ayala, Tuxtla Gtz, Chiapas MX, Calzada al Pacífico Km. 2.5, San Buenaventura, Toluca, Estado de México MX, Av. 14 Ote., No. 2605, Col. Miguel Negrete, Puebla, Puebla MX, Blvd. Solidaridad No. 688, Col. Granjas, Hermosillo, Sonora MX, Calz. De Las Americas No. 400, Col. Ylang Ylang, Locales 27 y 28,, Boca Del Río, Veracruz MX, Calle 22 No. 303, Col. Garcia Gieneres|, Merida, Yucatan MX",Petróleo y gas,"Monterrey, Nuevo Léon",64440,Tuxtla Gutierrez
"CIRCUNVALACIÓN TAPACHULA 612, Tuxtla Gutiérrez 29030, MX",,2-10 empleados,"CIRCUNVALACIÓN TAPACHULA 612, Tuxtla Gutiérrez 29030, MX",Fabricación de maquinaria,,29030,Tuxtla Gutierrez
"Embajadores de la creatividad en Tetl Agency, donde cada proyecto es una historia única. 💡✨",9616546101,2-10 empleados,"Principal
https://maps.app.goo.gl/gLk8Aac9ag5GxGrf7
Avenida Circonia 154, Jardines del Pedregal, Chiapas 29049, MX",Diseño gráfico,"Jardines del Pedregal, Chiapas",29049,Tuxtla Gutierrez
"AVENIDA SEGUNDA NORTE ORIENTE 460 0, Tuxtla Gutiérrez 29000, MX",,11-50 empleados,"AVENIDA SEGUNDA NORTE ORIENTE 460 0, Tuxtla Gutiérrez 29000, MX",Enseñanza superior,,29000,Tuxtla Gutierrez
"CALLE LIBRAMIENTO SUR ORIENTE SN, Tuxtla Gutiérrez 29096, MX",,11-50 empleados,"CALLE LIBRAMIENTO SUR ORIENTE SN, Tuxtla Gutiérrez 29096, MX",Servicios de alimentos y bebidas,,29096,Tuxtla Gutierrez
Somos una empresa 100% mexicana dedicada a la fabricación y comercialización de productos y servicios orientados a proporcionar soluciones a proyectos...,,51-200 empleados,"Principal
Sede
Callejón Prof. Isidro Burgos #501 Col. Juan Crispin Norte , Tuxtla Gutiérrez , Chiapas 29020, MX",Construcción,"Tuxtla Gutiérrez , Chiapas",29020,Tuxtla Gutierrez
Somos una empresa mexicana generadora de ideas innovadoras publicitarias para aquellos que buscan el desarrollo comercial de su empresa. Buscamos tran...,9611214509,11-50 empleados,"Principal
Referencia: Arriba del salón Gala
Av. 5ta Norte, esquina 15 pte #1555. Frente a Herbalife, Oficina #5, Tuxtla Gutierrez, Chiapas 29030, MX",Servicios de publicidad,"Tuxtla Gutierrez, Chiapas",29030,Tuxtla Gutierrez
"Servicios de almacenaje, distribución, 3PL en México.",(664) 660 8192,201-500 empleados,"Principal
Camino Viejo a Tecate 16780, Tijuana, Baja California 22644, MX, Mexicali, Baja California MX, Tuxtla Gutiérrez, Chiapas MX, CALLE RIVERAS DEL ATOYAC 500, Oaxaca De Juárez 68275, MX, Cancún, Quintana Roo MX, Mérida, Yucatán MX","Transporte, logística, cadena de suministro y almacenamiento","Tijuana, Baja California",16780,Tuxtla Gutierrez
"CALZADA EMILIANO ZAPATA 1316, Tuxtla Gutiérrez 29050, MX",,201-500 empleados,"CALZADA EMILIANO ZAPATA 1316, Tuxtla Gutiérrez 29050, MX",Fabricación de productos de plástico,,29050,Tuxtla Gutierrez
"El ICIPLAM es un Instituto que desde el año 2012, asesora al Gobierno Municipal de Tuxtla Gutiérrez (Chiapas, México) y a la sociedad civil en el dise...",961 61 255 11,11-50 empleados,"Principal
Sede
5ta Avenida Norte Oriente 1143, Centro de Convivencia Infantil, Pabellón 1, C.P. 29043, Tuxtla Gutiérrez, Chiapas, Tuxtla Gutiérrez, Chiapas 29043, MX",Administración pública,"Tuxtla Gutiérrez, Chiapas",29043,Tuxtla Gutierrez
El Instituto Nacional de Estudios Fiscales forma agentes de cambio que estén preparados para las nuevas exigencias de la globalización....,9613026229,51-200 empleados,"Principal
Tuxtla Gutiérrez
5a. Poniente Norte No. 633., Tuxtla Gutierrez, Chiapas 29000, MX",Formación profesional y coaching,"Tuxtla Gutierrez, Chiapas",29000,Tuxtla Gutierrez
Consejo Estatal para las Culturas y las Artes de Chiapas,,,"12 ORIENTE NORTE # 2, COL. CENTRO, Tuxtla Gutiérrez, 29000, mx",Administración pública,,29000,Tuxtla Gutierrez
"Nuestro objetivo primordial es empoderar nuevamente a los comercios familiares y locales de la comunidad, brindando la oportunidad de competir con tie...",,11-50 empleados,"Principal
Mérida, Yucatán MX, Tuxtla Gutiérrez, Chiapas MX, Guadalajara, Jalisco MX, Oaxaca de Juárez, Oaxaca MX, Puebla de Zaragoza, Puebla MX, Mazatlán, Sinaloa MX, Valle Hermoso, Tamaulipas MX",Servicios financieros,"Mérida, Yucatán",,Tuxtla Gutierrez
Somos una empresa dedicada a la elaboración de productos farmacéuticos veterinarios enfocados al cuidado de las necesidades actuales en materia de pro...,,11-50 empleados,,Fabricación de productos químicos,"Zapopan, Jalisco",,Tuxtla Gutierrez
Conoce nuestros servicios y más de nosotros en globaltransfer.com.mx,,11-50 empleados,"Principal
Sede
Boulevard Belisario Domínguez 2008, Tuxtla Gutierrez, Chiapas 29030, MX",Banca,"Tuxtla Gutierrez, Chiapas",29030,Tuxtla Gutierrez
"Creación de slogan, naming, manejo de redes sociales, creación de página web, auditoría de marca, planes de marketing, campañas publicitarias, protoco...",9611930035,2-10 empleados,,Servicios de publicidad,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
"C Sabinos MZ 2 LT 8 Col La Ceiba, Tuxtla Gutierrez, Chiapas, Chiapas 29045, MX",,2-10 empleados,"Principal
Sede
C Sabinos MZ 2 LT 8 Col La Ceiba, Tuxtla Gutierrez, Chiapas, Chiapas 29045, MX",Educación,"Tuxtla Gutierrez, Chiapas, Chiapas",29045,Tuxtla Gutierrez
"Pl. Blvd. 1081, Sin Nombre, Bugambilias, Tuxtla Gutiérrez, Chis MX",,,"Pl. Blvd. 1081, Sin Nombre, Bugambilias, Tuxtla Gutiérrez, Chis MX",Consultorios médicos,"Tuxtla Gutiérrez, Chis",,Tuxtla Gutierrez
Buscamos convertirnos en la empresa de camiones comerciales más orgullosa y fiable en México.,,+10.001 empleados,"Principal
FAW-CMM
Jalisco, Tlaquepaque 45615, MX, ELAM Hidalgo
Carretera México-Pachuca km 76+000, Hidalgo, MX, FAW Oaxaca
Av. Símbolos Patrios Km 2.8, Oaxaca, 71255, MX, FAW Querétaro
Carretera Autopista Querétaro-México Km 203+700 San Isidro Miranda, Querétaro , 76246, MX, GRUPO FGM
Calzada Manuel L. Cloutier No. 8051, Veracruz, 91725, MX, ELAM Sonora
Blvd. Jesus García Morales #838 , Sonora, Hermosillo MX, FAW-CMM
Baja California Sur, La Paz 23080, MX, FAW Merida
Periférico Manuel Berzunza Tabalaje Catastral 27736, Yucatan, Mérida 97288, MX, FAW Mérida
Periférico Manuel Berzunza Tabalaje Catastral 27736, Yucatán, Mérida 97288, MX, FAW Puebla
Av. Moratilla No. 132 Int 2, FAW Puebla , Puebla 72110, MX, FAW Tapachula
Libramiento Sur Poniente km 0 700 S/N, Chiapas, Tapachula 30798, MX, FAW-CMM
Ave. Adolf B. Horn #1437, Jalisco, Tlaquepaque 45655, MX, FAW Toluca
Calle 2 de Abril No. 1427, Estado de México, Toluca 52104, MX, FAW Tuxtla
Blvd. Andres Serra Rojas # Ext. 342, Chiapas, Tuxtla 29040, MX, FAW Villahermosa
Av. Universidad #1 , Tabasco, Villahermosa 86040, MX, FAW-CMM
Calle La Barca km 5.5, Michoacán, Zamora 59724, MX, FAW-CMM
Jalisco, Zapopan 45040, MX",Sector automovilístico,"Jalisco, Tlaquepaque",45615,Tuxtla Gutierrez
"Somos un Operador Móvil Virtual (OMV), ofrecemos servicios 4.5G LTE de voz y datos de alta velocidad.

- Telefonía Móvil
- Internet Móvil (Mifi)
- Int...",55 9302 8235,51-200 empleados,"Principal
Sede
Calle 9 Poniente Norte #1120, Col. Vista Hermosa, Tuxtla Gutiérrez , Chiapas 29030, MX",Telecomunicaciones,"Tuxtla Gutiérrez , Chiapas",29030,Tuxtla Gutierrez
"Castillo Borbolla y Asesores, S.C.
Somos una firma fundada en el año de 1995, con la finalidad de atender, de manera integral, las necesidades de asis...",01 55 5565 7076,2-10 empleados,,Despachos de abogados,"Tlalnepantla, Estado de México",,Tuxtla Gutierrez
"Como parte del Sistema de anticorrupción del Estado se instituye el Tribunal de Justicia Administrativa del Estado de Chiapas, dotado de plena autonom...",,51-200 empleados,"Principal
Boulevard Belisario Domínguez 1713 | Colonia Xamaipak
Tuxtla Gutiérrez, Chiapas 29067, MX",Administración de justicia,"Tuxtla Gutiérrez, Chiapas",29067,Tuxtla Gutierrez
"AVENIDA CENTRAL ORIENTE 1487 A, Tuxtla Gutiérrez 29000, MX",,11-50 empleados,"AVENIDA CENTRAL ORIENTE 1487 A, Tuxtla Gutiérrez 29000, MX",Banca,,29000,Tuxtla Gutierrez
"SISTEMA CHIAPANECO DE RADIO TELEVISION Y CINEMATOGRAFIA is a broadcast media company based out of Tuxtla Gutiérrez, Mexico....",9616170500,201-500 empleados,"AVENIDA LAUREL SN, Tuxtla Gutiérrez 29039, MX",Producción y distribución audiovisual,,29039,Tuxtla Gutierrez
"Somos una startup chiapaneca dispuesta a ayudar a nuestros clientes a expandir su negocio mediante plataformas y servicios web, así como el desarrollo...",,2-10 empleados,"Principal
Avenida Salvador Urbina no, 536, colonia Bienestar Social
Tuxtla Gutiérrez, Chiapas 29077, MX",Desarrollo de software,"Tuxtla Gutiérrez, Chiapas",29077,Tuxtla Gutierrez
"Somos un centro de formación y desarrollo humano, que ofrece servicios psicológicos, así como formación en línea y presencial, en el campo de la psico...",961 117 6570,11-50 empleados,"Principal
Sede
16A Oriente Norte #170, Col. Centro, Tuxtla Gutiérrez, Chiapas 29000, MX",Proveedores de e-learning,"Tuxtla Gutiérrez, Chiapas",29000,Tuxtla Gutierrez
"El día 18 de octubre de 2018 comienza la aventura de nuestro Centro de Capacitación en el que con solo 3,000 pesos de inversión hoy por hoy ha benefic...",9611966988,2-10 empleados,"Principal
Sede
Boulevard Belisario Domínguez, 1934, Las arboledas., LOCAL, Tuxtla Gutiérrez, Chiapas 29030, MX",Educación,"Tuxtla Gutiérrez, Chiapas",29030,Tuxtla Gutierrez
"Impresión de materiales como lonas, viniles, rígidos, papeles, telas, entre otros.",961 359 6196,11-50 empleados,"Principal
Sede
Calz. Emiliano Zapata 1000, Terán,, Tuxtla Gutiérrez, Chiapas 29050 , MX",Servicios de impresión,"Tuxtla Gutiérrez, Chiapas",29050,Tuxtla Gutierrez
"Juan Pablo II 288, Tuxtla Gutiérrez, Chiapas 29044, MX",,,"Juan Pablo II 288, Tuxtla Gutiérrez, Chiapas 29044, MX",,"Tuxtla Gutiérrez, Chiapas",29044,Tuxtla Gutierrez
"Misión:
Nuestra misión como universidad es contribuir a la formación académica de nuestros alumnos, basándonos en planes de estudios actualizados y pr...",+529616580120,11-50 empleados,,Enseñanza superior,"Tuxtla Gutiérrez, Chiapas",,Tuxtla Gutierrez
